Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.question16,Answer.question17,Answer.question18,Answer.question19,Answer.question2,Answer.question20,Answer.question21,Answer.question22,Answer.question23,Answer.question24,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.trueAnswer16,Answer.trueAnswer17,Answer.trueAnswer18,Answer.trueAnswer19,Answer.trueAnswer2,Answer.trueAnswer20,Answer.trueAnswer21,Answer.trueAnswer22,Answer.trueAnswer23,Answer.trueAnswer24,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.answer0,Answer.answer1,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.answer16,Answer.answer17,Answer.answer18,Answer.answer19,Answer.answer2,Answer.answer20,Answer.answer21,Answer.answer22,Answer.answer23,Answer.answer24,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.comments
single-noskip,additive,9v2qvj0b6ny4lrp/5,p8x7qrx57foej2v/17,h53qagtbagigq4f/12,lgbjckfncok88u1/21,nm9rf5ltug85eay/8,m5vgbt7e802e612/20,a9sdxr2f6l0ngql/24,ida8bqy4xp5417p/23,xzadddndcont63h/11,867rdbxwrn1tlom/13,9omx3hyvbsi6s4z/14,2e3tfgr5x7rfryb/9,0xtz9sah11iwzfb/19,wx0obc7c8f6ce6w/16,lje1kpehfxsqxg6/3,0t7hyu660p7bja8/1,wc3yesvzcawev2b/18,aqjoi7izpzp6acv/10,zxvn4kcvil8onmd/6,zi53rt5amlnlle4/0,c8vfeb66wb94r09/4,dfgcmyi9zlmzojy/2,6l8h1tv26zedant/7,c39wrwcnjy60fx0/15,c7557xr0oa9typw/22,Thai,Hebrew,Hindi,Japanese,Tamil,Chinese,Japanese,Japanese,Hindi,Latin,Latin,Hindi,Chinese,Hebrew,Thai,Russian,Chinese,Hindi,Tamil,Russian,Thai,Russian,Tamil,Hebrew,Japanese,Hindi,Hebrew,Hindi,Japanese,Tamil,Chinese,Japanese,Chinese,Hindi,Latin,Latin,Hindi,Chinese,Hebrew,Tamil,Russian,Japanese,Hindi,Tamil,Russian,Thai,Latin,Tamil,Hebrew,Chinese,
single-skip,multiplicative,ida8bqy4xp5417p/23,0t7hyu660p7bja8/1,aqjoi7izpzp6acv/10,lje1kpehfxsqxg6/3,m5vgbt7e802e612/20,zi53rt5amlnlle4/0,9v2qvj0b6ny4lrp/5,nm9rf5ltug85eay/8,2e3tfgr5x7rfryb/9,0xtz9sah11iwzfb/19,c39wrwcnjy60fx0/15,p8x7qrx57foej2v/17,dfgcmyi9zlmzojy/2,867rdbxwrn1tlom/13,c7557xr0oa9typw/22,9omx3hyvbsi6s4z/14,lgbjckfncok88u1/21,zxvn4kcvil8onmd/6,c8vfeb66wb94r09/4,wc3yesvzcawev2b/18,wx0obc7c8f6ce6w/16,6l8h1tv26zedant/7,xzadddndcont63h/11,a9sdxr2f6l0ngql/24,h53qagtbagigq4f/12,Japanese,Russian,Hindi,Thai,Chinese,Russian,Thai,Tamil,Hindi,Chinese,Hebrew,Hebrew,Russian,Latin,Japanese,Latin,Japanese,Tamil,Thai,Chinese,Hebrew,Tamil,Hindi,Japanese,Hindi,Chinese,Hebrew,Hindi,Latin,Hebrew,Hebrew,Skip,Tamil,Hindi,Chinese,Skip,Skip,Latin,Hebrew,Chinese,Skip,Chinese,Tamil,Thai,Chinese,Russian,Tamil,Hindi,Thai,Hindi,
single-skip,multiplicative,aqjoi7izpzp6acv/10,0xtz9sah11iwzfb/19,wc3yesvzcawev2b/18,lgbjckfncok88u1/21,zxvn4kcvil8onmd/6,lje1kpehfxsqxg6/3,xzadddndcont63h/11,h53qagtbagigq4f/12,0t7hyu660p7bja8/1,6l8h1tv26zedant/7,c7557xr0oa9typw/22,nm9rf5ltug85eay/8,wx0obc7c8f6ce6w/16,c39wrwcnjy60fx0/15,c8vfeb66wb94r09/4,2e3tfgr5x7rfryb/9,p8x7qrx57foej2v/17,867rdbxwrn1tlom/13,zi53rt5amlnlle4/0,9omx3hyvbsi6s4z/14,dfgcmyi9zlmzojy/2,ida8bqy4xp5417p/23,9v2qvj0b6ny4lrp/5,m5vgbt7e802e612/20,a9sdxr2f6l0ngql/24,Hindi,Chinese,Chinese,Japanese,Tamil,Thai,Hindi,Hindi,Russian,Tamil,Japanese,Tamil,Hebrew,Hebrew,Thai,Hindi,Hebrew,Latin,Russian,Latin,Russian,Japanese,Thai,Chinese,Japanese,Hindi,Japanese,Chinese,Japanese,Tamil,Skip,Hindi,Hindi,Skip,Tamil,Chinese,Tamil,Skip,Skip,Skip,Hindi,Chinese,Skip,Skip,Latin,Skip,Chinese,Hebrew,Japanese,Chinese,
subset,multiplicative,0t7hyu660p7bja8/1,c8vfeb66wb94r09/4,9v2qvj0b6ny4lrp/5,xzadddndcont63h/11,wc3yesvzcawev2b/18,2e3tfgr5x7rfryb/9,867rdbxwrn1tlom/13,c39wrwcnjy60fx0/15,wx0obc7c8f6ce6w/16,ida8bqy4xp5417p/23,zxvn4kcvil8onmd/6,c7557xr0oa9typw/22,m5vgbt7e802e612/20,nm9rf5ltug85eay/8,lgbjckfncok88u1/21,h53qagtbagigq4f/12,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,9omx3hyvbsi6s4z/14,p8x7qrx57foej2v/17,a9sdxr2f6l0ngql/24,0xtz9sah11iwzfb/19,lje1kpehfxsqxg6/3,Russian,Thai,Thai,Hindi,Chinese,Hindi,Latin,Hebrew,Hebrew,Japanese,Tamil,Japanese,Chinese,Tamil,Japanese,Hindi,Tamil,Russian,Russian,Hindi,Latin,Hebrew,Japanese,Chinese,Thai,Hebrew|Thai|Tamil|Japanese|Latin|Hindi,Hebrew|Tamil|Hindi,Hebrew|Thai|Tamil|Latin|Hindi,Hebrew|Tamil|Hindi,Chinese|Thai|Japanese|Hindi,Hebrew|Chinese|Thai|Japanese|Hindi,Russian|Latin,Hebrew|Chinese|Japanese|Hindi,Hebrew|Chinese|Thai|Japanese|Hindi,Chinese|Thai|Japanese|Hindi,Hebrew|Thai|Tamil|Japanese|Hindi,Chinese|Thai|Japanese|Hindi,Chinese|Thai|Tamil|Japanese|Hindi,Chinese|Thai|Japanese|Hindi,Chinese|Thai|Japanese|Hindi,Hebrew|Chinese|Japanese|Hindi,Hebrew|Chinese|Thai|Tamil|Japanese|Hindi,Russian|Latin,Hebrew|Chinese|Thai|Tamil|Japanese|Latin|Hindi,Hebrew|Thai|Tamil|Latin|Hindi,Russian|Tamil|Latin,Hebrew|Thai|Tamil|Latin|Hindi,Chinese|Thai|Japanese|Hindi,Chinese|Thai|Japanese|Hindi,Hebrew|Chinese|Thai|Japanese|Hindi,
subset,multiplicative,h53qagtbagigq4f/12,9v2qvj0b6ny4lrp/5,9omx3hyvbsi6s4z/14,zi53rt5amlnlle4/0,zxvn4kcvil8onmd/6,6l8h1tv26zedant/7,867rdbxwrn1tlom/13,lje1kpehfxsqxg6/3,wx0obc7c8f6ce6w/16,2e3tfgr5x7rfryb/9,0xtz9sah11iwzfb/19,p8x7qrx57foej2v/17,c39wrwcnjy60fx0/15,a9sdxr2f6l0ngql/24,nm9rf5ltug85eay/8,aqjoi7izpzp6acv/10,c7557xr0oa9typw/22,wc3yesvzcawev2b/18,ida8bqy4xp5417p/23,c8vfeb66wb94r09/4,lgbjckfncok88u1/21,dfgcmyi9zlmzojy/2,0t7hyu660p7bja8/1,xzadddndcont63h/11,m5vgbt7e802e612/20,Hindi,Thai,Latin,Russian,Tamil,Tamil,Latin,Thai,Hebrew,Hindi,Chinese,Hebrew,Hebrew,Japanese,Tamil,Hindi,Japanese,Chinese,Japanese,Thai,Japanese,Russian,Russian,Hindi,Chinese,Hindi,Tamil|Thai,Latin|Russian,Russian,Tamil,Tamil|Thai,Latin,Tamil|Thai,Hebrew,Hindi,Japanese|Chinese,Hebrew,Hebrew,Japanese|Chinese,Tamil|Thai,Hindi,Japanese|Chinese,Japanese|Chinese,Japanese|Chinese,Thai|Hebrew,Japanese|Chinese,Russian,Russian,Hindi,Japanese|Chinese,
subset,none,m5vgbt7e802e612/20,c39wrwcnjy60fx0/15,h53qagtbagigq4f/12,wx0obc7c8f6ce6w/16,lgbjckfncok88u1/21,0xtz9sah11iwzfb/19,xzadddndcont63h/11,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,p8x7qrx57foej2v/17,c8vfeb66wb94r09/4,a9sdxr2f6l0ngql/24,9omx3hyvbsi6s4z/14,nm9rf5ltug85eay/8,ida8bqy4xp5417p/23,lje1kpehfxsqxg6/3,867rdbxwrn1tlom/13,9v2qvj0b6ny4lrp/5,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,2e3tfgr5x7rfryb/9,wc3yesvzcawev2b/18,c7557xr0oa9typw/22,zxvn4kcvil8onmd/6,0t7hyu660p7bja8/1,Chinese,Hebrew,Hindi,Hebrew,Japanese,Chinese,Hindi,Tamil,Russian,Hebrew,Thai,Japanese,Latin,Tamil,Japanese,Thai,Latin,Thai,Russian,Hindi,Hindi,Chinese,Japanese,Tamil,Russian,Chinese,Russian,Hindi,Hebrew|Japanese|Thai,Japanese|Chinese,Chinese,Hindi,Tamil,Hebrew|Russian|Latin,Hebrew|Japanese|Russian|Latin|Thai,Hebrew|Japanese|Thai,Japanese|Chinese|Thai,Russian|Latin,Tamil|Latin|Thai,Japanese|Chinese|Thai,Hebrew|Japanese|Tamil,Hebrew|Russian|Latin,Hebrew|Chinese|Latin|Thai,Hebrew,Hindi,Hindi,Chinese|Thai,Japanese|Chinese|Thai,Tamil,Hebrew|Russian|Latin,This was an interesting survey.
single-skip,multiplicative,nm9rf5ltug85eay/8,zxvn4kcvil8onmd/6,c39wrwcnjy60fx0/15,0t7hyu660p7bja8/1,zi53rt5amlnlle4/0,h53qagtbagigq4f/12,c8vfeb66wb94r09/4,c7557xr0oa9typw/22,p8x7qrx57foej2v/17,0xtz9sah11iwzfb/19,9v2qvj0b6ny4lrp/5,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,xzadddndcont63h/11,2e3tfgr5x7rfryb/9,ida8bqy4xp5417p/23,lgbjckfncok88u1/21,wx0obc7c8f6ce6w/16,6l8h1tv26zedant/7,m5vgbt7e802e612/20,lje1kpehfxsqxg6/3,wc3yesvzcawev2b/18,9omx3hyvbsi6s4z/14,867rdbxwrn1tlom/13,a9sdxr2f6l0ngql/24,Tamil,Tamil,Hebrew,Russian,Russian,Hindi,Thai,Japanese,Hebrew,Chinese,Thai,Russian,Hindi,Hindi,Hindi,Japanese,Japanese,Hebrew,Tamil,Chinese,Thai,Chinese,Latin,Latin,Japanese,Tamil,Tamil,Hebrew,Russian,Russian,Hindi,Hindi,Chinese,Hebrew,Chinese,Hebrew,Russian,Hindi,Hindi,Hindi,Japanese,Chinese,Hebrew,Tamil,Chinese,Tamil,Japanese,Latin,Latin,Chinese,"There's one image in french, I answered Latin, because there was no more options"
single-noskip,additive,2e3tfgr5x7rfryb/9,9omx3hyvbsi6s4z/14,867rdbxwrn1tlom/13,0t7hyu660p7bja8/1,h53qagtbagigq4f/12,lje1kpehfxsqxg6/3,c39wrwcnjy60fx0/15,aqjoi7izpzp6acv/10,6l8h1tv26zedant/7,c8vfeb66wb94r09/4,xzadddndcont63h/11,dfgcmyi9zlmzojy/2,wc3yesvzcawev2b/18,zxvn4kcvil8onmd/6,a9sdxr2f6l0ngql/24,zi53rt5amlnlle4/0,p8x7qrx57foej2v/17,wx0obc7c8f6ce6w/16,c7557xr0oa9typw/22,lgbjckfncok88u1/21,0xtz9sah11iwzfb/19,9v2qvj0b6ny4lrp/5,nm9rf5ltug85eay/8,m5vgbt7e802e612/20,ida8bqy4xp5417p/23,Hindi,Latin,Latin,Russian,Hindi,Thai,Hebrew,Hindi,Tamil,Thai,Hindi,Russian,Chinese,Tamil,Japanese,Russian,Hebrew,Hebrew,Japanese,Japanese,Chinese,Thai,Tamil,Chinese,Japanese,Hebrew,Latin,Latin,Russian,Hindi,Tamil,Hebrew,Hindi,Tamil,Thai,Hindi,Russian,Chinese,Tamil,Japanese,Russian,Hebrew,Hebrew,Japanese,Chinese,Chinese,Thai,Tamil,Chinese,Japanese,
subset,none,9omx3hyvbsi6s4z/14,0xtz9sah11iwzfb/19,c7557xr0oa9typw/22,ida8bqy4xp5417p/23,9v2qvj0b6ny4lrp/5,867rdbxwrn1tlom/13,wx0obc7c8f6ce6w/16,lgbjckfncok88u1/21,6l8h1tv26zedant/7,lje1kpehfxsqxg6/3,c39wrwcnjy60fx0/15,wc3yesvzcawev2b/18,m5vgbt7e802e612/20,xzadddndcont63h/11,2e3tfgr5x7rfryb/9,aqjoi7izpzp6acv/10,zi53rt5amlnlle4/0,0t7hyu660p7bja8/1,zxvn4kcvil8onmd/6,h53qagtbagigq4f/12,c8vfeb66wb94r09/4,a9sdxr2f6l0ngql/24,p8x7qrx57foej2v/17,nm9rf5ltug85eay/8,dfgcmyi9zlmzojy/2,Latin,Chinese,Japanese,Japanese,Thai,Latin,Hebrew,Japanese,Tamil,Thai,Hebrew,Chinese,Chinese,Hindi,Hindi,Hindi,Russian,Russian,Tamil,Hindi,Thai,Japanese,Hebrew,Tamil,Russian,Latin,Japanese|Chinese,Hebrew|Japanese|Chinese,Thai|Japanese|Chinese,Hebrew|Thai,Latin,Hebrew,Japanese|Chinese,Tamil,Hebrew|Thai|Tamil,Hebrew|Thai,Japanese|Chinese,Japanese|Chinese,Hindi,Hindi,Hindi,Russian,Russian,Tamil,Hindi,Hebrew,Hebrew|Thai,Hebrew,Thai|Tamil,Russian|Hebrew|Latin,
subset,none,wx0obc7c8f6ce6w/16,zi53rt5amlnlle4/0,p8x7qrx57foej2v/17,ida8bqy4xp5417p/23,c7557xr0oa9typw/22,lje1kpehfxsqxg6/3,0xtz9sah11iwzfb/19,wc3yesvzcawev2b/18,9v2qvj0b6ny4lrp/5,2e3tfgr5x7rfryb/9,6l8h1tv26zedant/7,c8vfeb66wb94r09/4,xzadddndcont63h/11,m5vgbt7e802e612/20,dfgcmyi9zlmzojy/2,h53qagtbagigq4f/12,0t7hyu660p7bja8/1,9omx3hyvbsi6s4z/14,a9sdxr2f6l0ngql/24,lgbjckfncok88u1/21,867rdbxwrn1tlom/13,c39wrwcnjy60fx0/15,aqjoi7izpzp6acv/10,zxvn4kcvil8onmd/6,nm9rf5ltug85eay/8,Hebrew,Russian,Hebrew,Japanese,Japanese,Thai,Chinese,Chinese,Thai,Hindi,Tamil,Thai,Hindi,Chinese,Russian,Hindi,Russian,Latin,Japanese,Japanese,Latin,Hebrew,Hindi,Tamil,Tamil,Latin|Hebrew|Russian,Latin|Hebrew|Russian,Latin|Thai|Hebrew,Thai|Chinese|Japanese,Latin|Thai|Japanese,Hebrew|Russian,Chinese|Japanese,Thai|Chinese|Japanese,Latin|Thai|Chinese,Hindi,Tamil,Thai|Hebrew|Russian,Latin|Thai|Hindi,Thai|Chinese|Japanese,Hebrew|Russian,Hindi,Hebrew|Russian,Latin|Russian,Thai|Chinese|Japanese,Thai|Chinese|Japanese,Latin|Hebrew|Russian,Latin|Thai|Hebrew,Latin|Thai|Hindi,Tamil,Tamil,
subset,none,9omx3hyvbsi6s4z/14,aqjoi7izpzp6acv/10,ida8bqy4xp5417p/23,6l8h1tv26zedant/7,xzadddndcont63h/11,0t7hyu660p7bja8/1,lje1kpehfxsqxg6/3,2e3tfgr5x7rfryb/9,h53qagtbagigq4f/12,dfgcmyi9zlmzojy/2,zi53rt5amlnlle4/0,m5vgbt7e802e612/20,a9sdxr2f6l0ngql/24,nm9rf5ltug85eay/8,0xtz9sah11iwzfb/19,c7557xr0oa9typw/22,9v2qvj0b6ny4lrp/5,p8x7qrx57foej2v/17,c8vfeb66wb94r09/4,c39wrwcnjy60fx0/15,wx0obc7c8f6ce6w/16,wc3yesvzcawev2b/18,867rdbxwrn1tlom/13,lgbjckfncok88u1/21,zxvn4kcvil8onmd/6,Latin,Hindi,Japanese,Tamil,Hindi,Russian,Thai,Hindi,Hindi,Russian,Russian,Chinese,Japanese,Tamil,Chinese,Japanese,Thai,Hebrew,Thai,Hebrew,Hebrew,Chinese,Latin,Japanese,Tamil,Latin,Tamil|Hebrew|Hindi,Japanese,Hindi|Thai,Tamil|Hebrew|Thai,Russian,Russian,Thai,Thai,Russian,Russian,Japanese|Chinese,Japanese,Thai,Japanese,Japanese,Thai,Hebrew,Tamil|Hebrew|Hindi,Hebrew,Hebrew|Thai,Japanese|Chinese,Latin,Japanese,Hindi|Thai,
subset,none,nm9rf5ltug85eay/8,a9sdxr2f6l0ngql/24,c7557xr0oa9typw/22,6l8h1tv26zedant/7,zxvn4kcvil8onmd/6,0t7hyu660p7bja8/1,m5vgbt7e802e612/20,9v2qvj0b6ny4lrp/5,zi53rt5amlnlle4/0,c8vfeb66wb94r09/4,lje1kpehfxsqxg6/3,c39wrwcnjy60fx0/15,h53qagtbagigq4f/12,lgbjckfncok88u1/21,wx0obc7c8f6ce6w/16,0xtz9sah11iwzfb/19,dfgcmyi9zlmzojy/2,867rdbxwrn1tlom/13,p8x7qrx57foej2v/17,aqjoi7izpzp6acv/10,2e3tfgr5x7rfryb/9,wc3yesvzcawev2b/18,9omx3hyvbsi6s4z/14,ida8bqy4xp5417p/23,xzadddndcont63h/11,Tamil,Japanese,Japanese,Tamil,Tamil,Russian,Chinese,Thai,Russian,Thai,Thai,Hebrew,Hindi,Japanese,Hebrew,Chinese,Russian,Latin,Hebrew,Hindi,Hindi,Chinese,Latin,Japanese,Hindi,Hebrew|Latin|Hindi|Tamil,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Latin|Hindi|Tamil|Russian,Latin|Hindi|Tamil|Russian,Latin|Tamil|Russian,Thai|Japanese|Chinese,Hebrew|Latin|Tamil,Hebrew|Latin|Tamil|Russian,Hebrew|Latin|Russian,Hebrew|Latin|Hindi|Tamil|Russian,Hebrew|Latin|Hindi|Thai,Hebrew|Latin,Thai|Japanese|Chinese,Hebrew|Latin|Tamil,Thai|Japanese|Chinese,Latin|Hindi|Tamil|Russian,Hebrew|Latin|Hindi|Russian,Hebrew|Latin,Latin|Thai|Russian,Latin|Tamil,Hebrew|Japanese|Chinese,Latin|Tamil|Russian,Thai|Japanese|Chinese,Hebrew|Latin|Tamil,
subset,none,lgbjckfncok88u1/21,867rdbxwrn1tlom/13,9v2qvj0b6ny4lrp/5,a9sdxr2f6l0ngql/24,h53qagtbagigq4f/12,xzadddndcont63h/11,wc3yesvzcawev2b/18,lje1kpehfxsqxg6/3,c8vfeb66wb94r09/4,ida8bqy4xp5417p/23,2e3tfgr5x7rfryb/9,6l8h1tv26zedant/7,c7557xr0oa9typw/22,0t7hyu660p7bja8/1,nm9rf5ltug85eay/8,p8x7qrx57foej2v/17,zi53rt5amlnlle4/0,0xtz9sah11iwzfb/19,m5vgbt7e802e612/20,wx0obc7c8f6ce6w/16,zxvn4kcvil8onmd/6,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,9omx3hyvbsi6s4z/14,c39wrwcnjy60fx0/15,Japanese,Latin,Thai,Japanese,Hindi,Hindi,Chinese,Thai,Thai,Japanese,Hindi,Tamil,Japanese,Russian,Tamil,Hebrew,Russian,Chinese,Chinese,Hebrew,Tamil,Russian,Hindi,Latin,Hebrew,Chinese|Japanese,Chinese|Thai|Hebrew,Latin|Hebrew,Chinese|Japanese,Tamil|Hindi,Hindi,Chinese,Tamil|Hindi,Hindi|Hebrew,Chinese|Japanese,Hindi,Tamil,Chinese|Japanese,Russian,Tamil,Hebrew,Russian,Chinese|Japanese,Chinese|Japanese,Russian|Hebrew,Tamil|Latin,Russian,Thai|Hindi,Russian|Latin,Hindi|Hebrew,
subset,none,c8vfeb66wb94r09/4,9v2qvj0b6ny4lrp/5,a9sdxr2f6l0ngql/24,h53qagtbagigq4f/12,zi53rt5amlnlle4/0,2e3tfgr5x7rfryb/9,lje1kpehfxsqxg6/3,aqjoi7izpzp6acv/10,p8x7qrx57foej2v/17,867rdbxwrn1tlom/13,wc3yesvzcawev2b/18,dfgcmyi9zlmzojy/2,c39wrwcnjy60fx0/15,wx0obc7c8f6ce6w/16,lgbjckfncok88u1/21,6l8h1tv26zedant/7,nm9rf5ltug85eay/8,xzadddndcont63h/11,0t7hyu660p7bja8/1,ida8bqy4xp5417p/23,zxvn4kcvil8onmd/6,9omx3hyvbsi6s4z/14,0xtz9sah11iwzfb/19,c7557xr0oa9typw/22,m5vgbt7e802e612/20,Thai,Thai,Japanese,Hindi,Russian,Hindi,Thai,Hindi,Hebrew,Latin,Chinese,Russian,Hebrew,Hebrew,Japanese,Tamil,Tamil,Hindi,Russian,Japanese,Tamil,Latin,Chinese,Japanese,Chinese,Hebrew|Tamil,Russian,Tamil,Hindi,Hebrew|Russian,Hindi,Tamil,Hindi,Hebrew|Latin,Hebrew|Latin,Chinese,Latin,Hebrew,Hebrew|Tamil,Chinese,Tamil,Tamil,Hindi,Latin,Russian|Chinese,Tamil,Latin,Japanese|Chinese,Japanese|Chinese,Japanese|Chinese,
subset,none,zxvn4kcvil8onmd/6,6l8h1tv26zedant/7,867rdbxwrn1tlom/13,0xtz9sah11iwzfb/19,a9sdxr2f6l0ngql/24,c8vfeb66wb94r09/4,9omx3hyvbsi6s4z/14,nm9rf5ltug85eay/8,lje1kpehfxsqxg6/3,p8x7qrx57foej2v/17,c7557xr0oa9typw/22,zi53rt5amlnlle4/0,c39wrwcnjy60fx0/15,ida8bqy4xp5417p/23,m5vgbt7e802e612/20,wx0obc7c8f6ce6w/16,0t7hyu660p7bja8/1,h53qagtbagigq4f/12,9v2qvj0b6ny4lrp/5,lgbjckfncok88u1/21,aqjoi7izpzp6acv/10,xzadddndcont63h/11,2e3tfgr5x7rfryb/9,dfgcmyi9zlmzojy/2,wc3yesvzcawev2b/18,Tamil,Tamil,Latin,Chinese,Japanese,Thai,Latin,Tamil,Thai,Hebrew,Japanese,Russian,Hebrew,Japanese,Chinese,Hebrew,Russian,Hindi,Thai,Japanese,Hindi,Hindi,Hindi,Russian,Chinese,Tamil,Tamil,Hebrew,Chinese|Japanese,Chinese|Japanese,Thai|Hebrew,Russian,Tamil,Hindi,Hebrew,Chinese|Japanese,Russian,Thai|Hebrew|Russian,Chinese|Japanese,Chinese,Hebrew,Hebrew,Hindi,Thai|Russian,Chinese|Japanese,Hindi,Hindi,Hindi,Thai,Chinese|Japanese,
subset,multiplicative,h53qagtbagigq4f/12,ida8bqy4xp5417p/23,9v2qvj0b6ny4lrp/5,2e3tfgr5x7rfryb/9,9omx3hyvbsi6s4z/14,m5vgbt7e802e612/20,wx0obc7c8f6ce6w/16,0t7hyu660p7bja8/1,lgbjckfncok88u1/21,c39wrwcnjy60fx0/15,nm9rf5ltug85eay/8,zxvn4kcvil8onmd/6,aqjoi7izpzp6acv/10,0xtz9sah11iwzfb/19,dfgcmyi9zlmzojy/2,6l8h1tv26zedant/7,xzadddndcont63h/11,c7557xr0oa9typw/22,wc3yesvzcawev2b/18,a9sdxr2f6l0ngql/24,zi53rt5amlnlle4/0,p8x7qrx57foej2v/17,lje1kpehfxsqxg6/3,867rdbxwrn1tlom/13,c8vfeb66wb94r09/4,Hindi,Japanese,Thai,Hindi,Latin,Chinese,Hebrew,Russian,Japanese,Hebrew,Tamil,Tamil,Hindi,Chinese,Russian,Tamil,Hindi,Japanese,Chinese,Japanese,Russian,Hebrew,Thai,Latin,Thai,Hindi,Chinese,Hebrew,Hindi,Latin,Chinese,Hebrew,Russian,Chinese,Hebrew,Tamil,Tamil,Hindi,Chinese,Russian,Tamil,Hindi,Chinese,Thai|Chinese,Japanese,Russian,Hebrew,Tamil,Latin,Hebrew,Thanks
single-skip,multiplicative,xzadddndcont63h/11,dfgcmyi9zlmzojy/2,wc3yesvzcawev2b/18,p8x7qrx57foej2v/17,0t7hyu660p7bja8/1,nm9rf5ltug85eay/8,6l8h1tv26zedant/7,9omx3hyvbsi6s4z/14,0xtz9sah11iwzfb/19,zxvn4kcvil8onmd/6,c39wrwcnjy60fx0/15,zi53rt5amlnlle4/0,ida8bqy4xp5417p/23,c7557xr0oa9typw/22,867rdbxwrn1tlom/13,2e3tfgr5x7rfryb/9,wx0obc7c8f6ce6w/16,lgbjckfncok88u1/21,c8vfeb66wb94r09/4,m5vgbt7e802e612/20,lje1kpehfxsqxg6/3,aqjoi7izpzp6acv/10,h53qagtbagigq4f/12,a9sdxr2f6l0ngql/24,9v2qvj0b6ny4lrp/5,Hindi,Russian,Chinese,Hebrew,Russian,Tamil,Tamil,Latin,Chinese,Tamil,Hebrew,Russian,Japanese,Japanese,Latin,Hindi,Hebrew,Japanese,Thai,Chinese,Thai,Hindi,Hindi,Japanese,Thai,Hindi,Skip,Skip,Skip,Skip,Tamil,Tamil,Skip,Skip,Tamil,Skip,Skip,Skip,Skip,Skip,Hindi,Skip,Skip,Skip,Chinese,Thai,Hindi,Hindi,Chinese,Skip,
single-noskip,additive,p8x7qrx57foej2v/17,wx0obc7c8f6ce6w/16,aqjoi7izpzp6acv/10,c39wrwcnjy60fx0/15,867rdbxwrn1tlom/13,6l8h1tv26zedant/7,0xtz9sah11iwzfb/19,lgbjckfncok88u1/21,zi53rt5amlnlle4/0,9v2qvj0b6ny4lrp/5,dfgcmyi9zlmzojy/2,m5vgbt7e802e612/20,xzadddndcont63h/11,2e3tfgr5x7rfryb/9,a9sdxr2f6l0ngql/24,c7557xr0oa9typw/22,wc3yesvzcawev2b/18,h53qagtbagigq4f/12,lje1kpehfxsqxg6/3,c8vfeb66wb94r09/4,0t7hyu660p7bja8/1,nm9rf5ltug85eay/8,ida8bqy4xp5417p/23,9omx3hyvbsi6s4z/14,zxvn4kcvil8onmd/6,Hebrew,Hebrew,Hindi,Hebrew,Latin,Tamil,Chinese,Japanese,Russian,Thai,Russian,Chinese,Hindi,Hindi,Japanese,Japanese,Chinese,Hindi,Thai,Thai,Russian,Tamil,Japanese,Latin,Tamil,Hebrew,Hebrew,Hindi,Hebrew,Latin,Thai,Japanese,Japanese,Russian,Tamil,Russian,Chinese,Thai,Thai,Japanese,Chinese,Chinese,Thai,Hindi,Thai,Russian,Tamil,Chinese,Latin,Russian,
